sequence,mesh terms,abstract
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('chronic disease', 'C23.550.291.500'), ('cough', 'C23.888.852.293'), ('gastroesophageal reflux', 'C06.405.117.119.500.484'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('proton pump inhibitors', 'D27.505.519.389.848'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adult', 'Aged', 'Chronic Disease', 'Cough', 'Female', 'Gastroesophageal Reflux', 'Humans', 'Male', 'Middle Aged', 'Proton Pump Inhibitors', 'Treatment Outcome']","b'Current guidelines recommend that patients with unexplained chronic cough undergo empirical proton pump inhibitor (PPI) treatment, but scientific evidence for this treatment is lacking. We investigated the effectiveness and appropriate dose of PPI therapy in chronic cough.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('chronic disease', 'C23.550.291.500'), ('cough', 'C23.888.852.293'), ('gastroesophageal reflux', 'C06.405.117.119.500.484'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('proton pump inhibitors', 'D27.505.519.389.848'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Adult', 'Aged', 'Chronic Disease', 'Cough', 'Female', 'Gastroesophageal Reflux', 'Humans', 'Male', 'Middle Aged', 'Proton Pump Inhibitors', 'Treatment Outcome']","b'Elevated circulating insulin is associated with increased risk of recurrence and cancer mortality in early-stage colorectal cancer (CRC). We conducted a randomized controlled trial to determine the effect of a 12-week home-based exercise program on fasting insulin, adipocytokines, and physical function in CRC survivors.'"
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('body weight', 'G07.345.249.314.120'), ('cardiovascular diseases', 'C14'), ('diet', 'G07.203.650.240.310'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('life style', 'F01.829.458'), ('mentoring', 'I02.588'), ('middle aged', 'M01.060.116.630'), ('obesity', 'G07.100.100.160.120.699.500.500'), ('overweight', 'G07.100.100.160.120.699'), ('risk factors', 'N06.850.520.830.600.800.725'), ('schizophrenia', 'F03.700.750.600'), ('schizophrenic psychology', 'F04.824'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Aged', 'Body Weight', 'Cardiovascular Diseases', 'Diet', 'Female', 'Follow-Up Studies', 'Humans', 'Life Style', 'Male', 'Mentoring', 'Middle Aged', 'Obesity, Abdominal', 'Overweight', 'Risk Factors', 'Schizophrenia', 'Schizophrenic Psychology', 'Treatment Outcome', 'Young Adult']","b'The objective of this trial was to assess the long-term effect of the CHANGE lifestyle coaching intervention for 428 people with abdominal obesity and schizophrenia spectrum disorders on cardiovascular risk. In this randomized, superiority, multi-center clinical trial, participants were randomized to 12 months of either lifestyle coaching plus care coordination (N = 138), care coordination alone, (N = 142) or treatment as usual (N = 148). There was no effect after 12 months, but we hypothesized that there might have been a delayed treatment effect. Our primary outcome at two-year follow-up was 10-year risk of cardiovascular disease standardized to 60 years of age. After two-years the mean 10-year cardiovascular-disease risk was 8.7% (95% confidence interval (CI) 7.6-9.9%) in the CHANGE group, 7.7% (95% CI 6.5-8.9%) in the care coordination group, and 8.9% (95% CI 6.9-9.2%) in the treatment as usual group (P = 0.24). Also, there were no intervention effects for any secondary or exploratory outcomes, including cardiorespiratory fitness, weight, physical activity, diet and smoking. No reported adverse events could be ascribed to the intervention. We conclude that there was neither any direct nor any long-term effect of individual lifestyle coaching or care coordination on cardiovascular risk factors in people with abdominal obesity and schizophrenia spectrum disorders. The trial was approved by the Ethics Committee of Capitol Region Copenhagen, Denmark (registration number: H-4-2012-051) and the Danish Data Protection Agency (registration number: 01689 RHP-2012-007). The trial was funded by the Mental Health Services of the Capital Region of Denmark, the Lundbeck Foundation, the Tryg Foundation, the Danish Ministry of Health, and the D\xc3\xa6hnfeldts Foundation.'"
"[('adolescent', 'M01.643.154'), ('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('body weight', 'G07.345.249.314.120'), ('cardiovascular diseases', 'C14'), ('diet', 'G07.203.650.240.310'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('life style', 'F01.829.458'), ('mentoring', 'I02.588'), ('middle aged', 'M01.060.116.630'), ('obesity', 'G07.100.100.160.120.699.500.500'), ('overweight', 'G07.100.100.160.120.699'), ('risk factors', 'N06.850.520.830.600.800.725'), ('schizophrenia', 'F03.700.750.600'), ('schizophrenic psychology', 'F04.824'), ('treatment outcome', 'N05.715.360.575.575.800'), ('young adult', 'M01.060.116.815')]","['Adolescent', 'Adult', 'Aged', 'Body Weight', 'Cardiovascular Diseases', 'Diet', 'Female', 'Follow-Up Studies', 'Humans', 'Life Style', 'Male', 'Mentoring', 'Middle Aged', 'Obesity, Abdominal', 'Overweight', 'Risk Factors', 'Schizophrenia', 'Schizophrenic Psychology', 'Treatment Outcome', 'Young Adult']","b'To report and compare 2 modified approaches for the active removal of silicone oil (ROSO) with a 23-gauge transconjunctival vitrectomy system.This prospective single blinded study was conducted from January 2015 to December 2016. Eighty-nine eyes of 86 patients who underwent silicone oil removal were enrolled. Patients were randomly divided into either group A or B. In group A, the fluid-air exchange tube was connected to a 1\xe2\x80\x8amL syringe with the plunger removed and the tip was dilated with a hemostat so that it fit into the cap of the 23-gauge cannula to form a seal for oil drainage. In group B, the tip of the syringe was closely attached to the cap of the 23-gauge cannula by a tube adaptor, which was salvaged from a used silicone oil inject and aspirate pack and sterilized. Main outcome measures were time required for silicone oil removal, silicone oil residual, intraoperative and postoperative complications including hypotony, bleeding, and retinal redetachment.The mean time required was 6.08\xe2\x80\x8a\xc2\xb1\xe2\x80\x8a0.31\xe2\x80\x8aminutes and 6.11\xe2\x80\x8a\xc2\xb1\xe2\x80\x8a0.31\xe2\x80\x8aminutes for groups A and B, respectively. No silicone oil residual, severe hypotony, recurrence of retinal detachment, or impairment of visual acuity were observed in either group. Conjunctival injection and hyperemia were slightly more severe in group A, but spontaneously resolved in 2 to 3 days.Both methods described in this paper were demonstrated to be safe, effective, and cost-effective for the ROSO. The syringe dilation method caused more severe conjuntival irritation, thus we suggest using the tube adaptor method for hospitals equipped with cold sterilization equipment.'"
"[('breast neoplasms', 'C17.800.090.500.260'), ('chi-square distribution', 'N06.850.520.830.994.300'), ('disease progression', 'C23.550.291.656'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hong kong', 'Z01.252.474.164.450'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('mastectomy', 'E04.466.823'), ('middle aged', 'M01.060.116.630'), ('neoplasm metastasis', 'C23.550.727.650'), ('neoplasm recurrence', 'C23.550.727.655'), ('nerve block', 'E04.525.210.550'), ('proportional hazards models', 'N06.850.520.830.750.725'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('risk factors', 'N06.850.520.830.600.800.725'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Breast Neoplasms', 'Chi-Square Distribution', 'Disease Progression', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hong Kong', 'Humans', 'Mastectomy, Modified Radical', 'Middle Aged', 'Neoplasm Metastasis', 'Neoplasm Recurrence, Local', 'Nerve Block', 'Proportional Hazards Models', 'Prospective Studies', 'Risk Factors', 'Time Factors', 'Treatment Outcome']","b'This 5-year prospective follow-up of women randomized to general anesthesia (GA) with or without a thoracic paravertebral block (TPVB) examined the risk of local recurrence, metastasis and mortality after breast cancer surgery.'"
"[('breast neoplasms', 'C17.800.090.500.260'), ('chi-square distribution', 'N06.850.520.830.994.300'), ('disease progression', 'C23.550.291.656'), ('double-blind method', 'N06.850.520.445.300'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('hong kong', 'Z01.252.474.164.450'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('mastectomy', 'E04.466.823'), ('middle aged', 'M01.060.116.630'), ('neoplasm metastasis', 'C23.550.727.650'), ('neoplasm recurrence', 'C23.550.727.655'), ('nerve block', 'E04.525.210.550'), ('proportional hazards models', 'N06.850.520.830.750.725'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('risk factors', 'N06.850.520.830.600.800.725'), ('time factors', 'G01.910.857'), ('treatment outcome', 'N05.715.360.575.575.800')]","['Breast Neoplasms', 'Chi-Square Distribution', 'Disease Progression', 'Double-Blind Method', 'Female', 'Follow-Up Studies', 'Hong Kong', 'Humans', 'Mastectomy, Modified Radical', 'Middle Aged', 'Neoplasm Metastasis', 'Neoplasm Recurrence, Local', 'Nerve Block', 'Proportional Hazards Models', 'Prospective Studies', 'Risk Factors', 'Time Factors', 'Treatment Outcome']",b'To evaluate the efficacy and toxicity of vinorelbine and gemcitabine (NG) versus vinorelbine and cisplatin (NP) in anthracycline- and taxane-pretreated patients with HER2-negative advanced breast cancer.'
"[('aged', 'M01.060.116.100.080'), ('arterial pressure', 'G09.330.380.076.347'), ('blood pressure determination', 'E01.370.600.100'), ('blood pressure monitors', 'E07.230.740.100'), ('cardiovascular agents', 'D27.505.954.411'), ('disease progression', 'C23.550.291.656'), ('heart failure', 'C14.280.434.676'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('medication therapy management', 'N04.590.661'), ('middle aged', 'M01.060.116.630'), ('monitoring', 'E05.478.594.550'), ('mortality', 'N06.850.520.308.985.550.550'), ('proportional hazards models', 'N06.850.520.830.750.725'), ('pulmonary artery', 'A07.231.114.715'), ('quality improvement', 'N04.761.744'), ('severity of illness index', 'N06.850.520.308.980.438.475.364.500'), ('stroke volume', 'G09.330.380.124.882'), ('united states', 'Z01.107.567.875')]","['Aged', 'Arterial Pressure', 'Blood Pressure Determination', 'Blood Pressure Monitors', 'Cardiovascular Agents', 'Disease Progression', 'Female', 'Heart Failure', 'Humans', 'Male', 'Medication Therapy Management', 'Middle Aged', 'Monitoring, Physiologic', 'Mortality', 'Proportional Hazards Models', 'Pulmonary Artery', 'Quality Improvement', 'Severity of Illness Index', 'Stroke Volume', 'United States']","b'Despite increased use of guideline-directed medical therapy (GDMT), some patients with heart failure and reduced ejection fraction (HFrEF) remain at high risk for hospitalization and mortality. Remote monitoring of pulmonary artery (PA) pressures provides clinicians with actionable information to help further optimize medications and\xc2\xa0improve outcomes.'"
"[('aged', 'M01.060.116.100.080'), ('arterial pressure', 'G09.330.380.076.347'), ('blood pressure determination', 'E01.370.600.100'), ('blood pressure monitors', 'E07.230.740.100'), ('cardiovascular agents', 'D27.505.954.411'), ('disease progression', 'C23.550.291.656'), ('heart failure', 'C14.280.434.676'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('medication therapy management', 'N04.590.661'), ('middle aged', 'M01.060.116.630'), ('monitoring', 'E05.478.594.550'), ('mortality', 'N06.850.520.308.985.550.550'), ('proportional hazards models', 'N06.850.520.830.750.725'), ('pulmonary artery', 'A07.231.114.715'), ('quality improvement', 'N04.761.744'), ('severity of illness index', 'N06.850.520.308.980.438.475.364.500'), ('stroke volume', 'G09.330.380.124.882'), ('united states', 'Z01.107.567.875')]","['Aged', 'Arterial Pressure', 'Blood Pressure Determination', 'Blood Pressure Monitors', 'Cardiovascular Agents', 'Disease Progression', 'Female', 'Heart Failure', 'Humans', 'Male', 'Medication Therapy Management', 'Middle Aged', 'Monitoring, Physiologic', 'Mortality', 'Proportional Hazards Models', 'Pulmonary Artery', 'Quality Improvement', 'Severity of Illness Index', 'Stroke Volume', 'United States']","b'The risk of recurrent ischemic and bleeding events after primary percutaneous coronary intervention (PCI) for ST-segment elevation myocardial infarction (STEMI) may not be uniform over time, which may affect the benefit-to-risk ratio of guideline-recommended antithrombotic therapies in different intervals.'"
"[('adult', 'M01.060.116'), ('arthroscopy', 'E04.555.113'), ('clinical competence', 'N05.715.175'), ('cognition', 'F02.463.188'), ('decision making', 'N04.452.190'), ('double-blind method', 'N06.850.520.445.300'), ('high fidelity simulation training', 'I02.903.847.250'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('knee joint', 'A02.835.583.475'), ('orthopedics', 'H02.403.810.494'), ('prospective studies', 'N06.850.520.450.500.750.650')]","['Adult', 'Arthroscopy', 'Clinical Competence', 'Cognition', 'Decision Making', 'Double-Blind Method', 'Female', 'High Fidelity Simulation Training', 'Humans', 'Knee Joint', 'Male', 'Orthopedics', 'Prospective Studies']","b'Virtual-reality and cadaveric simulations are expensive and not readily accessible. Innovative and accessible training adjuncts are required to help to meet training needs. Cognitive task analysis has been used extensively to train pilots and in other surgical specialties. However, the use of cognitive task analyses within orthopaedics is in its infancy. The purpose of this study was to evaluate the effectiveness of a novel cognitive task analysis tool to train novice surgeons in diagnostic knee arthroscopy in high-fidelity, phantom-limb simulation.'"
"[('adult', 'M01.060.116'), ('arthroscopy', 'E04.555.113'), ('clinical competence', 'N05.715.175'), ('cognition', 'F02.463.188'), ('decision making', 'N04.452.190'), ('double-blind method', 'N06.850.520.445.300'), ('high fidelity simulation training', 'I02.903.847.250'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('knee joint', 'A02.835.583.475'), ('orthopedics', 'H02.403.810.494'), ('prospective studies', 'N06.850.520.450.500.750.650')]","['Adult', 'Arthroscopy', 'Clinical Competence', 'Cognition', 'Decision Making', 'Double-Blind Method', 'Female', 'High Fidelity Simulation Training', 'Humans', 'Knee Joint', 'Male', 'Orthopedics', 'Prospective Studies']","b'Epsilon-aminocaproic acid (EACA) and tranexamic acid (TXA) are synthetic amino acid derivatives that interfere with fibrinolysis, promoting hemostasis by pharmacological means. Although both drugs have been shown to decrease blood loss with a minimal risk of thromboembolic adverse events following cardiac and vascular surgery, we are aware of only 1 published trial that directly compared the antifibrinolytic effects of EACA with those of TXA after total knee arthroplasty (TKA). The primary aim of this prospective, randomized, controlled trial was to determine whether TXA provides superior blood conservation following TKA compared with that provided by EACA.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('anti-anxiety agents', 'D27.505.954.427.700.872.015'), ('antipsychotic agents', 'D27.505.954.427.700.872.331'), ('delirium', 'F03.615.350'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('haloperidol', 'D02.522.352.506'), ('hospitalization', 'N02.421.585.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('lorazepam', 'D03.633.100.079.080.070.450'), ('middle aged', 'M01.060.116.630'), ('neoplasms', 'G01.750.748.500.476'), ('palliative care', 'N02.421.585.666')]","['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Anxiety Agents', 'Antipsychotic Agents', 'Delirium', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Haloperidol', 'Hospitalization', 'Humans', 'Lorazepam', 'Male', 'Middle Aged', 'Neoplasms', 'Palliative Care']",b'The use of benzodiazepines to control agitation in delirium in the last days of life is controversial.'
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('aged', 'M01.060.116.100.080'), ('anti-anxiety agents', 'D27.505.954.427.700.872.015'), ('antipsychotic agents', 'D27.505.954.427.700.872.331'), ('delirium', 'F03.615.350'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('haloperidol', 'D02.522.352.506'), ('hospitalization', 'N02.421.585.400'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('lorazepam', 'D03.633.100.079.080.070.450'), ('middle aged', 'M01.060.116.630'), ('neoplasms', 'G01.750.748.500.476'), ('palliative care', 'N02.421.585.666')]","['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Anxiety Agents', 'Antipsychotic Agents', 'Delirium', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Haloperidol', 'Hospitalization', 'Humans', 'Lorazepam', 'Male', 'Middle Aged', 'Neoplasms', 'Palliative Care']","b'Despite extensive knowledge of hypertension treatment, the prevalence of uncontrolled hypertension is high and increasing in low- and middle-income countries.'"
"[('administration', 'E02.319.283.199'), ('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('antibiotic prophylaxis', 'E02.319.703.150'), ('cephalexin', 'D03.633.100.300.249.200'), ('cesarean section', 'E04.520.252.500.150'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metronidazole', 'D03.383.129.308.658.500'), ('obesity', 'G07.100.100.160.120.699.500.500'), ('postoperative care', 'N02.421.585.722.700'), ('surgical wound infection', 'C23.550.767.925')]","['Administration, Oral', 'Adult', 'Anti-Bacterial Agents', 'Antibiotic Prophylaxis', 'Cephalexin', 'Cesarean Section', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Humans', 'Metronidazole', 'Obesity', 'Postoperative Care', 'Surgical Wound Infection']","b'The rate of obesity among US women has been increasing, and obesity is associated with increased risk of surgical site infection (SSI) following cesarean delivery. The optimal perioperative antibiotic prophylactic regimen in this high-risk population undergoing cesarean delivery is unknown.'"
"[('administration', 'E02.319.283.199'), ('adult', 'M01.060.116'), ('anti-bacterial agents', 'D27.505.954.122.085'), ('antibiotic prophylaxis', 'E02.319.703.150'), ('cephalexin', 'D03.633.100.300.249.200'), ('cesarean section', 'E04.520.252.500.150'), ('double-blind method', 'N06.850.520.445.300'), ('drug therapy', 'L01.313.500.750.100.710.180'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('metronidazole', 'D03.383.129.308.658.500'), ('obesity', 'G07.100.100.160.120.699.500.500'), ('postoperative care', 'N02.421.585.722.700'), ('surgical wound infection', 'C23.550.767.925')]","['Administration, Oral', 'Adult', 'Anti-Bacterial Agents', 'Antibiotic Prophylaxis', 'Cephalexin', 'Cesarean Section', 'Double-Blind Method', 'Drug Therapy, Combination', 'Female', 'Humans', 'Metronidazole', 'Obesity', 'Postoperative Care', 'Surgical Wound Infection']","b'Several per- and polyfluoroalkyl substances (PFAS) are ubiquitous anthropogenic pollutants almost universally detected in humans. Experimental evidence indicates that PFAS alter glucose metabolism and insulin secretion. However, epidemiological studies have yielded inconsistent results.'"
"[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('arthroplasty', 'E04.680.101.115'), ('knee', 'A01.378.610.450'), ('drug interactions', 'G07.690.773.968'), ('elective surgical procedures', 'E04.249'), ('genotype', 'G05.380'), ('hemorrhage', 'C23.550.414'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('international normalized ratio', 'E05.200.625.115.320'), ('kaplan-meier estimate', 'N06.850.520.830.998.650'), ('pharmacogenomic testing', 'N02.421.726.233.221.500'), ('venous thrombosis', 'C14.907.355.830.925'), ('warfarin', 'D03.633.100.150.446.520.914')]","['Aged', 'Anticoagulants', 'Arthroplasty, Replacement, Hip', 'Arthroplasty, Replacement, Knee', 'Drug Interactions', 'Elective Surgical Procedures', 'Genotype', 'Hemorrhage', 'Humans', 'International Normalized Ratio', 'Kaplan-Meier Estimate', 'Pharmacogenomic Testing', 'Venous Thrombosis', 'Warfarin']",b'Warfarin use accounts for more medication-related emergency department visits among older patients than any other drug. Whether genotype-guided warfarin dosing can prevent these adverse events is unknown.'
"[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('arthroplasty', 'E04.680.101.115'), ('hip', 'A01.378.610.400'), ('arthroplasty', 'E04.680.101.115'), ('knee', 'A01.378.610.450'), ('drug interactions', 'G07.690.773.968'), ('elective surgical procedures', 'E04.249'), ('genotype', 'G05.380'), ('hemorrhage', 'C23.550.414'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('international normalized ratio', 'E05.200.625.115.320'), ('kaplan-meier estimate', 'N06.850.520.830.998.650'), ('pharmacogenomic testing', 'N02.421.726.233.221.500'), ('venous thrombosis', 'C14.907.355.830.925'), ('warfarin', 'D03.633.100.150.446.520.914')]","['Aged', 'Anticoagulants', 'Arthroplasty, Replacement, Hip', 'Arthroplasty, Replacement, Knee', 'Drug Interactions', 'Elective Surgical Procedures', 'Genotype', 'Hemorrhage', 'Humans', 'International Normalized Ratio', 'Kaplan-Meier Estimate', 'Pharmacogenomic Testing', 'Venous Thrombosis', 'Warfarin']","b'Hypoxia is common in the first few days after acute stroke, is frequently intermittent, and is often undetected. Oxygen supplementation could prevent hypoxia and secondary neurological deterioration and thus has the potential to improve recovery.'"
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intensive care units', 'N02.278.388.493.390.380'), ('middle aged', 'M01.060.116.630'), ('pneumothorax', 'E04.928.600.220.620'), ('positive-pressure respiration', 'E02.880.820.790'), ('respiratory distress syndrome', 'C16.614.521.563'), ('adult', 'M01.060.116'), ('tidal volume', 'G09.772.850.970.500.700'), ('treatment failure', 'N05.715.360.575.575.800.760')]","['Adult', 'Aged', 'Female', 'Humans', 'Intensive Care Units', 'Male', 'Middle Aged', 'Pneumothorax', 'Positive-Pressure Respiration', 'Respiratory Distress Syndrome, Adult', 'Tidal Volume', 'Treatment Failure']",b'The effects of recruitment maneuvers and positive end-expiratory pressure (PEEP) titration on clinical outcomes in patients with acute respiratory distress syndrome (ARDS) remain uncertain.'
"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intensive care units', 'N02.278.388.493.390.380'), ('middle aged', 'M01.060.116.630'), ('pneumothorax', 'E04.928.600.220.620'), ('positive-pressure respiration', 'E02.880.820.790'), ('respiratory distress syndrome', 'C16.614.521.563'), ('adult', 'M01.060.116'), ('tidal volume', 'G09.772.850.970.500.700'), ('treatment failure', 'N05.715.360.575.575.800.760')]","['Adult', 'Aged', 'Female', 'Humans', 'Intensive Care Units', 'Male', 'Middle Aged', 'Pneumothorax', 'Positive-Pressure Respiration', 'Respiratory Distress Syndrome, Adult', 'Tidal Volume', 'Treatment Failure']",b'To compare surgically induced astigmatism (SIA) and refractive outcomes between two operation methods for late in-the-bag IOL dislocation.'
"[('aged', 'M01.060.116.100.080'), ('algorithms', 'L01.224.050'), ('ciliary neurotrophic factor', 'D23.529.850.212'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('macula lutea', 'A09.371.729.522'), ('middle aged', 'M01.060.116.630'), ('reproducibility of results', 'N06.850.520.445.725'), ('retinal telangiectasis', 'C14.907.823.502'), ('sensory thresholds', 'F02.463.593.710'), ('software', 'L01.224.900'), ('tomography', 'E05.642.249.500'), ('visual acuity', 'G14.940'), ('visual field tests', 'E01.370.380.850.962'), ('visual fields', 'G14.950')]","['Aged', 'Algorithms', 'Ciliary Neurotrophic Factor', 'Female', 'Humans', 'Macula Lutea', 'Male', 'Middle Aged', 'Reproducibility of Results', 'Retinal Telangiectasis', 'Sensory Thresholds', 'Software', 'Tomography, Optical Coherence', 'Visual Acuity', 'Visual Field Tests', 'Visual Fields']",b'To correlate ellipsoid zone (EZ) defects on spectral-domain optical coherence tomography (SD-OCT) with retinal sensitivity loss on macular integrity assessment (MAIA) microperimetry in macular telangiectasia type 2 (MacTel).'
"[('aged', 'M01.060.116.100.080'), ('algorithms', 'L01.224.050'), ('ciliary neurotrophic factor', 'D23.529.850.212'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('macula lutea', 'A09.371.729.522'), ('middle aged', 'M01.060.116.630'), ('reproducibility of results', 'N06.850.520.445.725'), ('retinal telangiectasis', 'C14.907.823.502'), ('sensory thresholds', 'F02.463.593.710'), ('software', 'L01.224.900'), ('tomography', 'E05.642.249.500'), ('visual acuity', 'G14.940'), ('visual field tests', 'E01.370.380.850.962'), ('visual fields', 'G14.950')]","['Aged', 'Algorithms', 'Ciliary Neurotrophic Factor', 'Female', 'Humans', 'Macula Lutea', 'Male', 'Middle Aged', 'Reproducibility of Results', 'Retinal Telangiectasis', 'Sensory Thresholds', 'Software', 'Tomography, Optical Coherence', 'Visual Acuity', 'Visual Field Tests', 'Visual Fields']",b'The effect of an early resuscitation protocol on sepsis outcomes in developing countries remains unknown.'
"[('abdomen', 'C23.888.821.030.249'), ('aged', 'M01.060.116.100.080'), ('blood pressure determination', 'E01.370.600.100'), ('cardiovascular diseases', 'C14'), ('epinephrine', 'D02.092.311.461'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('hypotension', 'E03.545'), ('intention to treat analysis', 'N06.850.520.450.250.250.365.500.500'), ('kidney diseases', 'C13.351.968.419.403'), ('length of stay', 'N02.421.585.400.480'), ('middle aged', 'M01.060.116.630'), ('norepinephrine', 'D02.092.311.461.484'), ('postoperative care', 'N02.421.585.722.700'), ('postoperative complications', 'C23.550.767'), ('precision medicine', 'H02.403.200.700'), ('respiratory tract diseases', 'C08'), ('surgical procedures', 'E04'), ('systemic inflammatory response syndrome', 'C23.550.835.900'), ('vasoconstrictor agents', 'D27.505.954.411.793')]","['Abdomen', 'Aged', 'Blood Pressure Determination', 'Cardiovascular Diseases', 'Epinephrine', 'Female', 'Humans', 'Hypotension', 'Intention to Treat Analysis', 'Kidney Diseases', 'Length of Stay', 'Male', 'Middle Aged', 'Norepinephrine', 'Postoperative Care', 'Postoperative Complications', 'Precision Medicine', 'Respiratory Tract Diseases', 'Surgical Procedures, Operative', 'Systemic Inflammatory Response Syndrome', 'Vasoconstrictor Agents']","b'Perioperative hypotension is associated with an increase in postoperative morbidity and mortality, but the appropriate management strategy remains uncertain.'"
