mesh terms,abstract,sequence
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']",b'We aim to investigate whether intraoperative use of methylprednisolone could affect the duration of rocuronium-induced neuromuscular blockade.',"[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'Mantle-cell lymphoma is generally incurable. Despite high rates of complete response after initial immunochemotherapy followed by autologous stem-cell transplantation, patients have relapses. We investigated whether rituximab maintenance therapy at a dose of 375 mg per square meter of body-surface area administered every 2 months for 3 years after transplantation would prolong the duration of response.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']",b'To assess the effectiveness of a positive youth development (PYD)-based sports mentorship program on the physical and mental well-being of adolescents recruited in a community setting.',"[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'Neonatal respiratory distress syndrome, as a consequence of preterm birth, is a major cause of early mortality and morbidity. The withdrawal of progesterone, either actual or functional, is thought to be an antecedent to the onset of labour. There remains limited information on clinically relevant health outcomes as to whether vaginal progesterone may be of benefit for pregnant women with a history of a previous preterm birth, who are at high risk of a recurrence. Our primary aim was to assess whether the use of vaginal progesterone pessaries in women with a history of previous spontaneous preterm birth reduced the risk and severity of respiratory distress syndrome in their infants, with secondary aims of examining the effects on other neonatal morbidities and maternal health and assessing the adverse effects of treatment.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'The present study was carried out to determine dietary Fe requirements for the full expression of Fe-containing enzyme in broilers chicks from 22 to 42 d of age. At 22 d of age, 288 Arbor Acres male chicks were randomly assigned to one of six treatments with six replicates and fed a basal maize-soyabean-meal diet (control, containing 47\xc2\xb70 mg Fe/kg) or the basal diet supplemented with 20, 40, 60, 80 or 100 mg Fe/kg from FeSO4.7H2O for 21 d. Regression analysis was performed to estimate the optimal dietary Fe level using quadratic models. Liver cytochrome c oxidase (Cox), heart Cox and kidney succinate dehydrogenase mRNA levels as well as heart COX activity were affected (P<0\xc2\xb708) by dietary Fe level, and COX mRNA level and activity in heart of broilers increased quadratically (P<0\xc2\xb703) as dietary Fe level increased. The estimates of dietary Fe requirements were 110 and 104 mg/kg for the full expression of Cox mRNA and for its activity in the heart of broilers, respectively. The results from this study indicate that COX mRNA level and activity in the heart are new and sensitive criteria to evaluate the dietary Fe requirements of broilers, and the dietary Fe requirements would be 104-110 mg/kg to support the full expression of COX in the heart of broiler chicks from 22 to 42 d of age, which are higher than the current National Research Council Fe requirement (80 mg/kg) of broiler chicks from 1 to 21 d or 22 to 42 d of age.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'Studies comparing biventricular (BiV) cardiac resynchronization therapy (CRT) and left ventricular (LV) pacing alone have yielded conflicting results. We recently reported the results of the Greater Evaluation of Resynchronization Therapy for Heart Failure (GREATER-EARTH) trial demonstrating similar clinical benefits of BiV and LV-CRT on exercise tolerance. We report the prespecified secondary outcomes of the GREATER-EARTH trial, comparing the impact of BiV vs LV-CRT on structural and biochemical cardiac remodelling.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'The SYMPLICITY HTN-3 trial, which randomized subjects to renal denervation (RDN) or sham control, was designed to evaluate the efficacy and safety of RDN for the treatment of resistant hypertension. Outcomes were previously reported. This retrospective analysis evaluated reasons for screen failure (SF) for randomization in the trial.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Analgesics, Non-Narcotic', 'Anesthesia, Epidural', 'Anesthetics, Local', 'Breast Neoplasms', 'Bupivacaine', 'Dexmedetomidine', 'Female', 'Humans', 'Middle Aged', 'Pain Measurement', 'Pain, Postoperative', 'Thoracic Vertebrae', 'Treatment Outcome']","b'Despite advances in surgical technique and postoperative care, long-term survival of children born with hypoplastic left heart syndrome (HLHS) remains limited, with cardiac transplantation as the only alternative for patients with failing single ventricle circulations. Maintenance of systemic right ventricular function is crucial for long-term survival, and interventions that improve ventricular function and avoid or defer transplantation in patients with HLHS are urgently needed. We hypothesize that the young myocardium of the HLHS patient is responsive to the biological cues delivered by bone marrow-derived mesenchymal stem cells (MSCs) to improve and preserve right ventricle function. The ELPIS trial (Allogeneic Human MEsenchymal Stem Cell Injection in Patients with Hypoplastic Left Heart Syndrome: An Open Label Pilot Study) is a phase I/IIb trial designed to test whether MSC injection will be both safe and feasible by monitoring the first 10 HLHS patients for new major adverse cardiac events. If our toxicity stopping rule is not activated, we will proceed to the phase IIb component of our study where we will test our efficacy hypothesis that MSC injection improves cardiac function compared with surgery alone. Twenty patients will be enrolled in a randomized phase II trial with a uniform allocation to MSC injection versus standard surgical care (no injection). The 2 trial arms will be compared with respect to improvement of right ventricular function, tricuspid valve annulus size, and regurgitation determined by cardiac magnetic resonance and reduced mortality, morbidity, and need for transplantation. This study will establish the safety and feasibility of allogeneic mesenchymal stem cell injection in HLHS patients and provide important insights in the emerging field of stem cell-based therapy for congenital heart disease patients.'","[('aged', 'M01.060.116.100.080'), ('analgesics', 'D27.505.954.427.210.600.500'), ('anesthesia', 'E06.045'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('breast neoplasms', 'C17.800.090.500.260'), ('bupivacaine', 'D03.383.621.758.323'), ('dexmedetomidine', 'D03.383.129.308.245'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('pain measurement', 'E01.370.600.550.324'), ('pain', 'G11.561.790.444'), ('thoracic vertebrae', 'A02.835.232.834.892'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b'Atrial fibrillation (AF) is the most common sustained arrhythmia worldwide. However, there are few contemporary comparative data on AF from middle-income countries.'","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']",b'The objectives were to reassess use of amino-terminal pro B-type natriuretic peptide (NT-proBNP) concentrations for diagnosis and prognosis of acute heart failure (HF) in patients with acute dyspnea.',"[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']",b'Patients undergoing PCI early after fibrinolytic therapy are at high risk for both thrombotic and bleeding complications. We sought to assess the pharmacodynamic effects of ticagrelor versus clopidogrel in the fibrinolytic-treated STEMI patients undergoing early PCI.',"[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b'Pregnancy-associated Plasmodium falciparum infection impacts the health of mothers and newborns, but little is known about the effects of these infections on infant susceptibility to malaria. We followed 473 mother-infant pairs during pregnancy and through 2 years of age. We observed that children born to mothers with placental malaria, but not those born to mothers with peripheral infection without evidence of placental sequestration, had increased risk of malaria during the first year of life compared with children born to mothers with no malaria during pregnancy. Malaria infections with placental sequestration have long-lasting impact on infant susceptibility to malaria infection.'","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b'Single low-dose primaquine (PQ) reduces Plasmodium falciparum infectivity before it impacts gametocyte density. Here, we examined the effect of PQ on gametocyte sex ratio as a possible explanation for this early sterilizing effect.'","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']",b'We examined associations between suicidality and genotypes that predict plasma efavirenz exposure among AIDS Clinical Trials Group study participants in the United States.',"[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b""The modern Western diet is rich in advanced glycation end products (AGEs). We have previously shown an association between dietary AGEs and markers of inflammation and oxidative stress in a population of end stage renal disease (ESRD) patients undergoing peritoneal dialysis (PD). In the current pilot study we explored the effects of dietary AGEs on the gut bacterial microbiota composition in similar patients. AGEs play an important role in the development and progression of cardiovascular (CVD) disease. Plasma concentrations of different bacterial products have been shown to predict the risk of incident major adverse CVD events independently of traditional CVD risk factors, and experimental animal models indicates a possible role AGEs might have on the gut microbiota population. In this pilot randomized open label controlled trial, twenty PD patients habitually consuming a high AGE diet were recruited and randomized into either continuing the same diet (HAGE, n = 10) or a one-month dietary AGE restriction (LAGE, n = 10). Blood and stool samples were collected at baseline and after intervention. Variable regions V3-V4 of 16s rDNA were sequenced and taxa was identified on the phyla, genus, and species levels. Dietary AGE restriction resulted in a significant decrease in serum N\xce\xb5-(carboxymethyl) lysine (CML) and methylglyoxal-derivatives (MG). At baseline, our total cohort exhibited a lower relative abundance of Bacteroides and Alistipes genus and a higher abundance of Prevotella genus when compared to the published data of healthy population. Dietary AGE restriction altered the bacterial gut microbiota with a significant reduction in Prevotella copri and Bifidobacterium animalis relative abundance and increased Alistipes indistinctus, Clostridium citroniae, Clostridium hathewayi, and Ruminococcus gauvreauii relative abundance. We show in this pilot study significant microbiota differences in peritoneal dialysis patients' population, as well as the effects of dietary AGEs on gut microbiota, which might play a role in the increased cardiovascular events in this population and warrants further studies.""","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b""Undernutrition below two years of age remains a major public health problem in India. We conducted an evaluation of an integrated nutrition and health program that aimed to improve nutritional status of young children by improving breast and complementary feeding practices over that offered by the Government of India's standard nutrition and health care program.""","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b'The objective of this study was to evaluate the early changes in serial serum levels of copeptin and neuron-specific enolase (NSE) in neonates diagnosed with birth asphyxia, and to determine whether these biomarkers measured in the first 168 hours after birth are predictive of long-term neurodevelopmental outcome. Copeptin and NSE levels were measured from serum samples collected 6, 12, 24, 48, 72, and 168 hours after birth from 75 term neonates diagnosed with hypoxic-ischemic encephalopathy (HIE) and treated with therapeutic hypothermia for 72 hours. In addition, serum copeptin levels after birth were measured from 10 HIE diagnosed neonates, who were randomized to the normothermic arm of the TOBY cohort. All neonates underwent neurodevelopmental assessment using the Bayley Scales of Infant and Toddler Development-II at two years of age. Copeptin levels were highest at 6 hours after birth and steadily decreased, whereas the highest NSE levels were measured at 24 hours after birth. The biomarker levels correlated with blood-gas parameters (base excess, pH and lactate) at 6 and 12 hours after birth. Copeptin and NSE levels in the early postnatal period were significantly higher in neonates with poor outcome compared to those with favorable outcome at two years of age. Furthermore, in the TOBY cohort, copeptin levels were significantly lower in hypothermic compared to normothermic neonates. To conclude, copeptin and NSE measured in the early postnatal period are potential prognostic biomarkers of long-term neurodevelopmental outcome in term neonates diagnosed with HIE and treated with therapeutic hypothermia.'","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Aged', 'Anticoagulants', 'Atrial Fibrillation', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Registries', 'Retrospective Studies', 'Risk Factors', 'Stroke', 'Treatment Outcome']","b'Often the clinician is faced with a diagnostic and therapeutic dilemma in patients with concomitant traumatic brain injury (TBI) and hemorrhagic shock (HS), as rapid deterioration from either can be fatal. Knowledge about outcomes after concomitant TBI and HS may help prioritize the emergent management of these patients. We hypothesized that patients with concomitant TBI and HS (TBI + HS) had worse outcomes and required more intensive care compared with patients with only one of these injuries.'","[('aged', 'M01.060.116.100.080'), ('anticoagulants', 'D27.505.954.502.119'), ('atrial fibrillation', 'C23.550.073.198'), ('follow-up studies', 'N06.850.520.450.500.750.350'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('middle aged', 'M01.060.116.630'), ('registries', 'N06.850.520.308.970'), ('retrospective studies', 'N06.850.520.450.500.750.825'), ('risk factors', 'N06.850.520.830.600.800.725'), ('stroke', 'C14.907.253.855.600'), ('treatment outcome', 'N05.715.360.575.575.800')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']",b'Decrease of the nociceptive stimulation induced by laryngoscopy could be an advantage for patients without risk of difficult intubation. The present study aimed to compare the difference in nociceptive stimulation between the use of a conventional laryngoscope or of a videolaryngoscope. Amount of nociception was assessed indirectly using the peak remifentanil concentration determined by a closed-loop administration of propofol and remifentanil with bispectral index (BIS) as the input signal (target 50).',"[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b'The primary objective of this study was to investigate whether dexmedetomidine could potentiate the analgesic efficacy of ropivacaine, when added to ropivacaine for wound infiltration in patients undergoing open gastrectomy.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
"['Adult', 'Aged', 'Anesthetics, Intravenous', 'Female', 'Humans', 'Intubation, Intratracheal', 'Laryngoscopy', 'Male', 'Middle Aged', 'Pain', 'Piperidines', 'Propofol', 'Prospective Studies', 'Video Recording']","b'The aim of this study was to estimate the one-year health and care costs related to hip fracture for home-dwelling patients aged 70 years and older in Norway, paying specific attention to the status of the patients at the time of fracture and cost differences due to various patient pathways after fracture.'","[('adult', 'M01.060.116'), ('aged', 'M01.060.116.100.080'), ('anesthetics', 'D27.505.954.427.210.100.200'), ('humans', 'B01.050.150.900.649.801.400.112.400.400'), ('intubation', 'E05.497.578'), ('laryngoscopy', 'E04.580.373'), ('middle aged', 'M01.060.116.630'), ('pain', 'G11.561.790.444'), ('piperidines', 'D03.383.621'), ('propofol', 'D02.455.426.559.389.657.773'), ('prospective studies', 'N06.850.520.450.500.750.650'), ('video recording', 'L01.240.960')]"
